Wall time,Step,Value
1617743366.6553934,9,11419.6533203125
1617745772.7763762,19,11412.0087890625
1617748176.6599095,29,11410.658203125
1617750581.794713,39,11410.29296875
1617752986.1036348,49,11410.10546875
1617755391.017156,59,11409.98046875
1617757796.399498,69,11409.818359375
1617760201.128355,79,11409.6416015625
1617762608.0852418,89,11409.599609375
1617765015.275249,99,11409.384765625
