Wall time,Step,Value
1617668705.4559455,9,11417.5498046875
1617669979.0323477,19,11412.4736328125
1617671252.657823,29,11411.1123046875
1617672524.8113053,39,11410.66015625
1617673797.8329308,49,11410.4970703125
1617675071.3466363,59,11410.3974609375
1617676344.7945874,69,11410.2421875
1617677617.750131,79,11410.1650390625
1617678890.8825216,89,11410.03125
1617680164.340113,99,11409.927734375
