Wall time,Step,Value
1614362775.3576555,9,11417.076171875
1614364043.9425182,19,11413.001953125
1614365312.711713,29,11411.65234375
1614366581.8758526,39,11411.1240234375
1614367850.573548,49,11410.939453125
1614369119.6798394,59,11410.7958984375
1614370388.5982413,69,11410.6943359375
1614371658.0281556,79,11410.5205078125
1614372927.5320551,89,11410.41796875
1614374196.9503179,99,11410.34765625
