Wall time,Step,Value
1614402143.4098995,9,11417.8798828125
1614404544.3184175,19,11412.615234375
1614406943.4581246,29,11410.9814453125
1614409341.3312306,39,11410.5107421875
1614411739.9993792,49,11410.326171875
1614414140.3383875,59,11410.1865234375
1614416540.0696065,69,11410.1181640625
1614418940.313323,79,11410.06640625
1614421339.9346917,89,11409.8837890625
1614423739.0586078,99,11409.7724609375
