Wall time,Step,Value
1617695284.296254,9,11417.62109375
1617697680.6506195,19,11411.90234375
1617700078.0910497,29,11410.41015625
1617702473.9993968,39,11409.95703125
1617704867.375963,49,11409.7958984375
1617707263.1910732,59,11409.599609375
1617709659.7621307,69,11409.447265625
1617712058.327721,79,11409.4326171875
1617714459.716139,89,11409.33203125
1617716864.8154354,99,11409.18359375
