Wall time,Step,Value
1617719290.1716487,9,11419.4736328125
1617721707.2975454,19,11412.169921875
1617724116.8515813,29,11410.7080078125
1617726523.8470032,39,11410.169921875
1617728929.6992538,49,11410.02734375
1617731336.539244,59,11409.94921875
1617733741.2159233,69,11409.7646484375
1617736145.7740726,79,11409.71484375
1617738551.1904066,89,11409.5341796875
1617740955.9952033,99,11409.544921875
