Wall time,Step,Value
1614352357.457271,9,11418.82421875
1614353370.0389132,19,11415.1591796875
1614354382.324618,29,11412.6455078125
1614355395.255931,39,11412.017578125
1614356408.1952734,49,11411.322265625
1614357421.2035496,59,11411.0712890625
1614358434.2851906,69,11409.9384765625
1614359447.3903892,79,11410.1865234375
1614360460.1260936,89,11409.619140625
1614361472.9413571,99,11409.6494140625
