Wall time,Step,Value
1617656041.2378256,9,11418.0595703125
1617657306.6214917,19,11412.3330078125
1617658571.4549315,29,11410.712890625
1617659836.3961403,39,11410.3349609375
1617661101.626715,49,11410.154296875
1617662367.502839,59,11410.0576171875
1617663632.8531718,69,11409.9091796875
1617664897.7328656,79,11409.8427734375
1617666162.7027833,89,11409.744140625
1617667427.8460517,99,11409.626953125
