Wall time,Step,Value
1616908928.5488484,9,11417.1572265625
1616916164.8569334,19,11410.9541015625
1616923410.9591157,29,11409.2392578125
1616930658.9937646,39,11408.794921875
1616937908.206302,49,11408.6376953125
1616945148.4716434,59,11408.603515625
1616952382.9223466,69,11408.4931640625
1616959612.9645298,79,11408.4736328125
1616966843.83627,89,11408.330078125
1616974074.966384,99,11408.2705078125
