Wall time,Step,Value
1615407500.9604454,9,11415.3623046875
1615411928.916841,19,11410.072265625
1615416356.9667456,29,11409.1875
1615420784.354639,39,11408.736328125
1615425212.321144,49,11408.6474609375
1615429639.0963337,59,11408.509765625
1615434065.325807,69,11408.46875
1615438495.8106277,79,11408.4130859375
1615442925.556211,89,11408.265625
1615447355.6755698,99,11408.22265625
